symbol,fiscalDateEnding,reportType,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
AAPL,2024-09-30,annual,USD,118254000000,1900000000,None,21572000000,17921000000,11445000000,9447000000,5144000000,1046000000,93736000000,2935000000,-121983000000,7920000000,94949000000,94949000000,None,15234000000,None,None,None,0,None,-94949000000,None,None,None,93736000000
AAPL,2023-09-30,annual,USD,110543000000,5703000000,None,1142000000,7719000000,11519000000,10959000000,417000000,1618000000,96995000000,3705000000,-108488000000,-7956000000,77550000000,77550000000,None,15025000000,None,None,None,5228000000,None,-77550000000,None,None,None,96995000000
AAPL,2022-09-30,annual,USD,122151000000,4665000000,None,15558000000,14358000000,11104000000,10708000000,9343000000,-1484000000,99803000000,-22354000000,-110749000000,7910000000,89402000000,89402000000,None,14841000000,None,None,None,5465000000,None,-89402000000,None,None,None,99803000000
AAPL,2021-09-30,annual,USD,104038000000,4087000000,None,19801000000,24712000000,11284000000,11085000000,14028000000,2642000000,94680000000,-14545000000,-93353000000,2044000000,85971000000,85971000000,None,14467000000,None,None,1105000000,20393000000,None,-84866000000,None,-3860000000,None,94680000000
AAPL,2020-09-30,annual,USD,80674000000,4502000000,None,6935000000,1245000000,11056000000,7309000000,-8470000000,127000000,57411000000,-4289000000,-86820000000,-1926000000,72358000000,72358000000,None,14081000000,None,None,880000000,16091000000,None,-71478000000,None,-10435000000,None,57411000000
AAPL,2019-09-30,annual,USD,69391000000,3423000000,None,-7248000000,-3760000000,12547000000,10495000000,-3176000000,289000000,55256000000,45896000000,-90976000000,-11954000000,66897000000,66897000000,None,14119000000,None,None,781000000,6963000000,None,-66116000000,None,24311000000,None,55256000000
AAPL,2018-09-30,annual,USD,77434000000,3022000000,None,47665000000,12927000000,10903000000,13313000000,13332000000,-828000000,59531000000,16066000000,-87876000000,-74000000,72738000000,72738000000,None,13712000000,None,None,669000000,6969000000,None,-72069000000,None,5624000000,None,59531000000
AAPL,2017-09-30,annual,USD,64225000000,2092000000,None,8838000000,14388000000,10157000000,12795000000,6347000000,2723000000,48351000000,-46446000000,-17974000000,7704000000,32900000000,32900000000,None,12769000000,12563000000,None,555000000,28662000000,None,-32345000000,None,-195000000,None,48351000000
AAPL,2016-09-30,annual,USD,66231000000,1316000000,None,-1867000000,-2351000000,10505000000,13548000000,-1044000000,-217000000,45687000000,-45977000000,-20890000000,-794000000,29722000000,29722000000,None,12150000000,11965000000,None,495000000,24954000000,None,-29227000000,None,-636000000,None,45687000000
AAPL,2015-09-30,annual,USD,81266000000,514000000,None,15188000000,-194000000,9200000000,11488000000,-611000000,238000000,53394000000,-56274000000,-17716000000,4382000000,35253000000,35253000000,None,11561000000,None,None,543000000,27114000000,None,-34710000000,None,7276000000,None,53394000000
AAPL,2014-09-30,annual,USD,109133000000,339000000,None,13408000000,6361000000,1100000000,9571000000,6452000000,76000000,39510000000,-22579000000,-37549000000,6306000000,45000000000,45000000000,None,11031000000,None,None,730000000,11960000000,None,-44270000000,None,-415000000,None,39510000000
AAPL,2013-09-30,annual,USD,53666000000,0,None,8320000000,1842000000,960000000,8165000000,1949000000,973000000,37037000000,-33774000000,-16379000000,0,22860000000,22860000000,None,10528000000,None,None,530000000,16896000000,None,-22330000000,None,3513000000,None,37037000000
AAPL,2012-09-30,annual,USD,50856000000,0,None,9843000000,10142000000,605000000,8295000000,6965000000,15000000,41733000000,-48227000000,-1698000000,0,0,0,None,None,None,None,665000000,0,None,665000000,None,931000000,None,41733000000
AAPL,2011-09-30,annual,USD,37529000000,None,None,8664000000,2907000000,192000000,4260000000,1791000000,-275000000,25922000000,-40419000000,1444000000,None,0,0,None,None,None,None,831000000,0,None,831000000,None,-1446000000,None,25922000000
AAPL,2010-09-30,annual,USD,18595000000,None,None,8302000000,5576000000,69000000,2005000000,4860000000,596000000,14013000000,-13854000000,1257000000,None,None,None,None,None,None,None,912000000,None,None,912000000,None,5998000000,None,14013000000
AAPL,2009-09-30,annual,USD,10159000000,None,None,452000000,1787000000,None,1144000000,939000000,-54000000,8235000000,-17434000000,663000000,None,None,None,None,None,None,None,475000000,None,None,475000000,None,-6612000000,None,8235000000
ABBV,2023-12-31,annual,USD,22839000000,8255000000,None,3840000000,539000000,8652000000,777000000,-66000000,417000000,4873000000,-2009000000,-17222000000,None,1972000000,1972000000,None,10539000000,10539000000,None,None,None,None,-1792000000,None,None,None,4863000000
ABBV,2022-12-31,annual,USD,24943000000,5746000000,None,1605000000,2405000000,8467000000,695000000,1455000000,686000000,11845000000,-623000000,-24803000000,None,1487000000,1487000000,None,10043000000,10043000000,None,None,2000000000,None,-1225000000,None,-483000000,None,11836000000
ABBV,2021-12-31,annual,USD,22777000000,6646000000,None,1628000000,1660000000,8503000000,787000000,1321000000,142000000,11549000000,-2344000000,-19039000000,0,934000000,934000000,None,9261000000,9261000000,None,None,1000000000,None,-690000000,None,1297000000,-97000000,11542000000
ABBV,2020-12-31,annual,USD,17588000000,4512000000,None,1514000000,835000000,6466000000,798000000,929000000,40000000,4622000000,-37557000000,-11501000000,0,978000000,978000000,None,7716000000,7716000000,None,None,3000000000,None,-769000000,None,-31475000000,-5000000,4616000000
ABBV,2019-12-31,annual,USD,13324000000,3381000000,None,-1121000000,208000000,2017000000,552000000,74000000,231000000,7882000000,596000000,18708000000,-3699000000,629000000,629000000,None,6366000000,6366000000,None,None,31482000000,None,-621000000,None,32635000000,7000000,7882000000
ABBV,2018-12-31,annual,USD,13427000000,1293000000,35000000,190000000,1316000000,1765000000,638000000,591000000,226000000,5687000000,-1006000000,-14396000000,3301000000,12014000000,12014000000,None,5580000000,5580000000,None,None,5963000000,None,-11941000000,None,-2014000000,-39000000,5687000000
ABBV,2017-12-31,annual,USD,9960000000,2866000000,None,425000000,416000000,1501000000,529000000,391000000,-93000000,5309000000,-274000000,-5512000000,22000000,1410000000,1410000000,None,4107000000,4107000000,None,None,0,None,-1156000000,None,4203000000,29000000,5309000000
ABBV,2016-12-31,annual,USD,12740000000,4604000000,None,-1187000000,502000000,1189000000,479000000,71000000,38000000,5953000000,-6074000000,-3928000000,-29000000,6033000000,6033000000,None,3717000000,3717000000,None,None,11627000000,None,-5765000000,None,-3299000000,-338000000,5953000000
ABBV,2015-12-31,annual,USD,15447000000,1705000000,None,1503000000,-77000000,836000000,532000000,1076000000,434000000,5144000000,-12936000000,5752000000,-19000000,7586000000,7567000000,None,3294000000,3294000000,None,None,20660000000,None,-7425000000,None,51000000,-300000000,5144000000
ABBV,2014-12-31,annual,USD,5765000000,973000000,None,-193000000,423000000,786000000,612000000,172000000,203000000,1774000000,-926000000,-3293000000,12000000,665000000,652000000,None,2661000000,2661000000,None,None,None,None,-427000000,None,-1247000000,-577000000,1774000000
ABBV,2013-12-31,annual,USD,6267000000,1626000000,None,-426000000,-1084000000,897000000,491000000,-681000000,56000000,4128000000,879000000,-3442000000,-601000000,320000000,320000000,None,2555000000,2555000000,None,None,None,None,27000000,None,3694000000,-10000000,4128000000
ABBV,2024-09-30,quarterly,USD,5447000000,580000000,None,267000000,-432000000,2091000000,249000000,-344000000,64000000,1564000000,-8256000000,-3072000000,0,17000000,17000000,None,2751000000,2751000000,None,None,0,None,50000000,None,None,None,1561000000
ABBV,2024-06-30,quarterly,USD,2271000000,485000000,None,-1699000000,-151000000,2084000000,241000000,-178000000,52000000,1373000000,-1102000000,-6097000000,-3000000,9000000,9000000,None,2750000000,2750000000,None,None,0,None,1000000,None,None,None,1370000000
ABBV,2024-03-31,quarterly,USD,4040000000,391000000,None,362000000,493000000,2083000000,193000000,702000000,75000000,1372000000,-9588000000,10819000000,3000000,1324000000,1324000000,None,2772000000,2772000000,None,None,14963000000,None,-1197000000,None,None,None,1369000000
ABBV,2023-12-31,quarterly,USD,4753000000,7848000000,None,179000000,147000000,2030000000,205000000,-339000000,-96000000,824000000,-800000000,-4449000000,0,3000000,3000000,None,2626000000,2626000000,None,None,0,None,28000000,None,None,None,822000000
ABBV,2023-09-30,quarterly,USD,7574000000,391000000,None,2554000000,-56000000,2196000000,219000000,-2000000,55000000,1781000000,-369000000,-2661000000,0,4000000,4000000,None,2627000000,2627000000,None,None,0,None,32000000,None,None,None,1778000000
ABBV,2023-06-30,quarterly,USD,6319000000,2000000,None,1572000000,-99000000,2290000000,178000000,80000000,273000000,2027000000,-341000000,-3920000000,0,10000000,10000000,None,2625000000,2625000000,None,None,0,None,38000000,None,2058000000,None,2024000000
ABBV,2023-03-31,quarterly,USD,4193000000,14000000,None,-465000000,547000000,2127000000,175000000,195000000,185000000,241000000,-499000000,-6192000000,0,1955000000,1955000000,None,2661000000,2661000000,None,None,0,None,-1890000000,None,-2498000000,None,239000000
ABBV,2022-12-31,quarterly,USD,7428000000,5585000000,None,1275000000,790000000,2157000000,213000000,416000000,170000000,2472000000,-448000000,-9634000000,0,4000000,4000000,None,2506000000,2506000000,None,None,0,None,49000000,None,-2654000000,None,2473000000
ABBV,2022-09-30,quarterly,USD,7602000000,None,None,778000000,-266000000,2181000000,177000000,-357000000,17000000,3952000000,1286000000,-5518000000,0,4000000,4000000,None,2504000000,2504000000,None,None,0,None,7000000,None,3396000000,None,3949000000
ABBV,2022-06-30,quarterly,USD,5005000000,None,None,-190000000,426000000,2003000000,143000000,611000000,114000000,928000000,130000000,-2679000000,0,9000000,9000000,None,2507000000,2507000000,None,None,0,None,61000000,None,1131000000,-33000000,924000000
ABBV,2022-03-31,quarterly,USD,4908000000,None,None,-258000000,1455000000,2053000000,162000000,785000000,385000000,4493000000,-1591000000,-6972000000,0,1470000000,1470000000,None,2526000000,2526000000,None,None,2000000000,None,-1342000000,None,-3648000000,7000000,4490000000
ABBV,2021-12-31,quarterly,USD,5075000000,None,None,174000000,596000000,1961000000,187000000,749000000,112000000,4045000000,-1145000000,-6338000000,0,131000000,131000000,None,2314000000,2314000000,None,None,0,None,-56000000,None,10566000000,-28000000,4044000000
ABBV,2021-09-30,quarterly,USD,7935000000,None,None,1146000000,-628000000,2123000000,217000000,-590000000,-219000000,3180000000,-615000000,-3643000000,0,6000000,6000000,None,2315000000,2315000000,None,None,1000000000,None,19000000,None,3403000000,-41000000,3179000000
ABBV,2021-06-30,quarterly,USD,4890000000,None,None,72000000,309000000,2201000000,195000000,296000000,62000000,769000000,-242000000,-5884000000,0,10000000,10000000,None,2310000000,2310000000,None,None,0,None,63000000,None,970000000,27000000,766000000
ABBV,2021-03-31,quarterly,USD,4877000000,None,None,236000000,1383000000,2215000000,188000000,866000000,187000000,3555000000,-342000000,-3174000000,0,787000000,787000000,None,2322000000,2322000000,None,None,0,None,-716000000,None,1306000000,-55000000,3553000000
ABBV,2020-12-31,quarterly,USD,4854000000,None,None,-389000000,258000000,2060000000,279000000,355000000,-153000000,38000000,-627000000,-3695000000,0,296000000,296000000,None,2101000000,2101000000,None,None,0,None,-196000000,None,13874000000,27000000,36000000
ABBV,2020-09-30,quarterly,USD,5830000000,None,None,1437000000,-30000000,2275000000,217000000,31000000,-111000000,2313000000,-1149000000,-2814000000,0,20000000,20000000,None,2100000000,2100000000,None,None,0,None,12000000,None,2488000000,6000000,2308000000
ABBV,2020-06-30,quarterly,USD,3089000000,None,None,-599000000,-544000000,1549000000,177000000,-482000000,197000000,-739000000,-35652000000,-2570000000,0,19000000,19000000,None,1752000000,1752000000,None,None,0,None,46000000,None,-590000000,8000000,-738000000
ABBV,2020-03-31,quarterly,USD,3815000000,None,None,1065000000,1151000000,559000000,125000000,1025000000,107000000,3010000000,-129000000,-2422000000,0,643000000,643000000,None,1763000000,1763000000,None,None,0,None,-631000000,None,1218000000,-46000000,3010000000
ABBV,2019-12-31,quarterly,USD,3275000000,3287000000,None,-539000000,-217000000,509000000,163000000,-133000000,-170000000,2801000000,-615000000,26602000000,0,2000000,2000000,None,1595000000,1595000000,None,None,29948000000,None,0,None,29276000000,14000000,2801000000
ABBV,2019-09-30,quarterly,USD,4555000000,None,None,705000000,-56000000,503000000,154000000,111000000,113000000,1884000000,1378000000,-441000000,-306000000,4000000,4000000,None,1591000000,1591000000,None,None,0,None,-3000000,None,5476000000,-16000000,1884000000
ABBV,2019-06-30,quarterly,USD,2477000000,None,None,-1381000000,-75000000,502000000,128000000,-220000000,160000000,741000000,-140000000,-2070000000,-193000000,3000000,3000000,None,1592000000,1592000000,None,None,0,None,-2000000,None,275000000,8000000,741000000
ABBV,2019-03-31,quarterly,USD,3017000000,None,None,94000000,556000000,503000000,107000000,316000000,128000000,2456000000,-27000000,-5383000000,-3200000000,620000000,620000000,None,1588000000,1588000000,None,None,0,None,-616000000,None,-2392000000,1000000,2456000000
ABBV,2018-12-31,quarterly,USD,3392000000,None,None,-691000000,-283000000,442000000,123000000,-215000000,-141000000,-1826000000,-283000000,-3825000000,699000000,2058000000,2058000000,None,1451000000,1451000000,None,None,0,None,-2051000000,None,-726000000,-10000000,-1826000000
ABBV,2018-09-30,quarterly,USD,4524000000,None,None,869000000,57000000,435000000,282000000,1000000,176000000,2747000000,-963000000,916000000,-509000000,1009000000,1009000000,None,1461000000,1461000000,None,None,0,None,-1007000000,None,4468000000,-9000000,2747000000
ABBV,2018-06-30,quarterly,USD,2866000000,None,None,-179000000,523000000,443000000,114000000,124000000,120000000,1983000000,687000000,-8978000000,3144000000,7516000000,7516000000,None,1531000000,1531000000,None,None,0,None,-7514000000,None,-5460000000,-35000000,1983000000
ABBV,2018-03-31,quarterly,USD,2645000000,None,None,191000000,1019000000,445000000,119000000,681000000,71000000,2783000000,-447000000,-2509000000,-33000000,1431000000,1431000000,None,1137000000,1137000000,None,None,0,None,-1369000000,None,-296000000,15000000,2783000000
ABBV,2017-12-31,quarterly,USD,2584000000,None,None,-19000000,112000000,369000000,182000000,228000000,-212000000,5459000000,201000000,-1928000000,-401000000,505000000,505000000,None,1030000000,1030000000,None,None,0,None,-465000000,None,857000000,0,52000000
ABBV,2017-09-30,quarterly,USD,3271000000,None,None,974000000,10000000,379000000,126000000,-4000000,120000000,1631000000,-109000000,-810000000,400000000,5000000,5000000,None,1026000000,1026000000,None,None,0,None,60000000,None,2358000000,6000000,1631000000
ABBV,2017-06-30,quarterly,USD,2003000000,None,None,-264000000,278000000,379000000,126000000,133000000,70000000,1915000000,318000000,-980000000,0,5000000,5000000,None,1024000000,1024000000,None,None,0,None,59000000,None,1348000000,7000000,1915000000
ABBV,2017-03-31,quarterly,USD,2102000000,None,None,-266000000,16000000,374000000,95000000,34000000,-71000000,1711000000,-684000000,-1794000000,23000000,895000000,895000000,None,1027000000,1027000000,None,None,0,None,-810000000,None,-360000000,16000000,1711000000
ABBV,2016-12-31,quarterly,USD,5326000000,None,None,-212000000,279000000,328000000,114000000,-58000000,66000000,5241000000,-119000000,-2502000000,377000000,1810000000,1824000000,None,933000000,933000000,None,None,3856000000,None,-1763000000,None,-1118000000,-38000000,1391000000
ABBV,2016-09-30,quarterly,USD,1454000000,None,None,-1064000000,-113000000,304000000,113000000,-65000000,-28000000,1598000000,-199000000,-1371000000,-494000000,6000000,-3000000,None,933000000,933000000,None,None,0,None,41000000,None,-109000000,7000000,1598000000
ABBV,2016-06-30,quarterly,USD,1918000000,None,None,47000000,277000000,289000000,131000000,275000000,19000000,1610000000,-4298000000,1164000000,94000000,3808000000,3803000000,None,927000000,927000000,None,None,0,None,-3711000000,None,-1229000000,-13000000,1610000000
ABBV,2016-03-31,quarterly,USD,2128000000,None,None,42000000,59000000,268000000,121000000,-81000000,-19000000,1354000000,-1458000000,-1219000000,-6000000,409000000,409000000,None,924000000,924000000,None,None,0,None,-332000000,None,-843000000,-294000000,1354000000
ABBV,2015-12-31,quarterly,USD,4925000000,None,None,175000000,-71000000,261000000,145000000,234000000,-12000000,4925000000,-297000000,-2431000000,-354000000,1244000000,1225000000,None,840000000,840000000,None,None,4000000000,None,-1206000000,None,-824000000,-59000000,1517000000
ABBV,2015-09-30,quarterly,USD,-1546000000,None,None,919000000,135000000,227000000,127000000,254000000,286000000,1239000000,745000000,-1056000000,760000000,998000000,998000000,None,850000000,850000000,None,None,5000000,None,-976000000,None,1823000000,-21000000,1239000000
ABBV,2015-06-30,quarterly,USD,1470000000,None,None,221000000,125000000,190000000,115000000,44000000,85000000,1366000000,-12511000000,10169000000,-569000000,5002000000,5002000000,None,818000000,818000000,None,None,None,None,-4948000000,None,-506000000,4000000,1366000000
ABBV,2015-03-31,quarterly,USD,3519000000,None,None,188000000,-266000000,158000000,145000000,544000000,75000000,1022000000,-873000000,-930000000,144000000,342000000,342000000,None,786000000,786000000,None,None,None,None,-295000000,None,-442000000,-224000000,1022000000
ABBV,2014-12-31,quarterly,USD,4333000000,None,None,-192000000,183000000,193000000,153000000,-267000000,223000000,4333000000,2514000000,-882000000,124000000,313000000,300000000,None,674000000,674000000,None,None,None,None,-239000000,None,629000000,-425000000,-810000000
ABBV,2014-09-30,quarterly,USD,600000000,None,None,216000000,209000000,192000000,180000000,-25000000,77000000,506000000,-2284000000,-719000000,50000000,-1000000,-1000000,None,673000000,673000000,None,None,None,None,38000000,None,-1367000000,-150000000,506000000
ABBV,2014-06-30,quarterly,USD,1201000000,None,None,395000000,29000000,202000000,142000000,47000000,-47000000,1098000000,-359000000,-415000000,248000000,24000000,24000000,None,673000000,673000000,None,None,None,None,18000000,None,2401000000,3000000,1098000000
ABBV,2014-03-31,quarterly,USD,624000000,None,None,-612000000,2000000,199000000,137000000,-167000000,-50000000,980000000,-797000000,-1277000000,-410000000,329000000,329000000,None,641000000,641000000,None,None,None,None,-244000000,None,-1710000000,-5000000,980000000
ABBV,2013-12-31,quarterly,USD,3829000000,None,None,-653000000,-479000000,200000000,151000000,-27000000,-30000000,3829000000,123000000,-747000000,2000000,201000000,201000000,None,641000000,641000000,None,None,None,None,-98000000,None,-2454000000,-1000000,3829000000
ABBV,2013-09-30,quarterly,USD,1061000000,None,None,409000000,66000000,234000000,133000000,-69000000,36000000,964000000,-964000000,-613000000,1000000,-2000000,-2000000,None,640000000,640000000,None,None,None,None,56000000,None,1061000000,11000000,964000000
ABBV,2013-06-30,quarterly,USD,1168000000,None,None,24000000,-574000000,236000000,119000000,-528000000,61000000,1068000000,-134000000,-500000000,-3000000,24000000,24000000,None,638000000,638000000,None,None,None,None,75000000,None,1034000000,-6000000,1068000000
ABBV,2013-03-31,quarterly,USD,1187000000,None,None,-206000000,-97000000,227000000,88000000,-57000000,-11000000,968000000,1487000000,-1582000000,-601000000,97000000,97000000,None,636000000,636000000,None,None,None,None,-6000000,None,2156000000,-14000000,968000000
ABT,2023-12-31,annual,USD,7261000000,938000000,None,-1345000000,1130000000,3243000000,2202000000,356000000,232000000,5723000000,-3133000000,-7091000000,21000000,1227000000,1227000000,None,3556000000,3556000000,None,None,None,None,-1060000000,None,None,None,5723000000
ABT,2022-12-31,annual,USD,9581000000,837000000,None,37000000,1556000000,3267000000,1777000000,68000000,1413000000,15239000000,-1740000000,-7636000000,47000000,3795000000,3795000000,None,3309000000,3309000000,None,None,None,None,-3628000000,None,None,None,6933000000
ABT,2021-12-31,annual,USD,10533000000,831000000,None,380000000,1151000000,3538000000,1885000000,383000000,456000000,7071000000,-2008000000,-5494000000,-204000000,2299000000,2299000000,None,3202000000,3202000000,None,None,4000000,None,-2044000000,None,3031000000,None,7071000000
ABT,2020-12-31,annual,USD,7901000000,813000000,None,1152000000,2044000000,3327000000,2177000000,924000000,493000000,4495000000,-2215000000,-2779000000,2000000,403000000,403000000,None,2560000000,2560000000,None,None,1281000000,None,-158000000,None,2907000000,None,4495000000
ABT,2019-12-31,annual,USD,6136000000,930000000,None,-325000000,1006000000,3014000000,1638000000,275000000,593000000,3687000000,-1815000000,-4289000000,None,718000000,718000000,None,2270000000,2270000000,None,None,0,None,-420000000,None,32000000,None,3687000000
ABT,2018-12-31,annual,USD,6300000000,845000000,None,533000000,681000000,3278000000,1394000000,190000000,514000000,2368000000,-1356000000,-10391000000,-26000000,238000000,238000000,None,1974000000,1974000000,None,None,4009000000,None,33000000,None,-5447000000,None,2368000000
ABT,2017-12-31,annual,USD,5570000000,917000000,None,1764000000,-151000000,3026000000,1135000000,207000000,-249000000,477000000,-9618000000,-5281000000,-1034000000,117000000,827000000,710000000,1849000000,1849000000,None,None,0,None,-477000000,None,-9213000000,116000000,477000000
ABT,2016-12-31,annual,USD,3203000000,801000000,None,-1351000000,162000000,1518000000,1366000000,177000000,98000000,1400000000,-248000000,11147000000,-1767000000,522000000,522000000,None,1539000000,1539000000,None,None,0,None,-274000000,None,13619000000,-483000000,1400000000
ABT,2015-12-31,annual,USD,2966000000,797000000,None,215000000,371000000,1472000000,1354000000,171000000,257000000,4423000000,406000000,-2236000000,-1281000000,2237000000,2237000000,None,1443000000,1443000000,None,None,2485000000,None,-1923000000,None,938000000,-198000000,4423000000
ABT,2014-12-31,annual,USD,3675000000,630000000,None,-28000000,462000000,1548000000,5290000000,195000000,297000000,2226000000,-202000000,-2742000000,1343000000,2195000000,2195000000,None,1342000000,1342000000,None,None,None,None,-1766000000,None,588000000,-143000000,2284000000
ABT,2013-12-31,annual,USD,3324000000,1187000000,None,-1101000000,136000000,1719000000,1905000000,113000000,154000000,2383000000,-3929000000,-6696000000,2086000000,1605000000,1605000000,None,882000000,None,None,None,0,None,-1210000000,None,-7327000000,-26000000,2576000000
ABT,2012-12-31,annual,USD,9314000000,1942476000,None,-1443478000,416355000,2783207000,1985000000,-35996000,417000000,5962900000,-5560000000,195000000,784000000,2364000000,2364240000,None,3183000000,None,None,None,0,None,-513786000,None,3989000000,40000000,5963000000
ABT,2011-12-31,annual,USD,8970000000,2326161000,None,387574000,386507000,3043894000,1675000000,670152000,130000000,4728500000,661000000,-6423000000,-1965000000,77000000,77007000,None,2938000000,None,None,None,0,None,891752000,None,3165000000,-43000000,4728000000
ABT,2010-12-31,annual,USD,8735981000,1525000000,None,360447000,1571663000,2624305000,1015075000,394665000,-139857000,4626172000,-12188315000,-1087741000,-203854000,866825000,866825000,None,2671475000,None,None,None,4000000000,None,-538414000,None,-5160968000,-620893000,4626172000
ABT,2009-12-31,annual,USD,7275160000,1149000000,None,-594429000,544083000,2089510000,1089048000,387749000,-230555000,5745838000,-3698710000,1002019000,3217331000,826345000,826345000,None,2414460000,None,None,None,3000000000,None,-317676000,None,4697317000,118848000,5745838000
ABT,2024-09-30,quarterly,USD,2705000000,434000000,None,None,-163000000,470000000,556000000,57000000,-220000000,1646000000,-594000000,-1576000000,44000000,751000000,751000000,None,960000000,960000000,None,None,1000000,None,-659000000,None,None,None,1646000000
ABT,2024-06-30,quarterly,USD,1960000000,522000000,None,None,428000000,471000000,533000000,325000000,103000000,1302000000,-453000000,-791000000,-43000000,3000000,3000000,None,961000000,961000000,None,None,0,None,10000000,None,None,None,1302000000
ABT,2024-03-31,quarterly,USD,1025000000,225000000,None,None,561000000,805000000,398000000,151000000,410000000,1225000000,-425000000,-1176000000,-127000000,226000000,226000000,None,957000000,957000000,None,None,0,None,-92000000,None,None,None,1225000000
ABT,2023-12-31,quarterly,USD,3038000000,-242000000,None,None,179000000,813000000,755000000,-68000000,-295000000,1594000000,-824000000,-2052000000,111000000,259000000,259000000,None,888000000,888000000,None,None,0,None,-225000000,None,None,None,1594000000
ABT,2023-09-30,quarterly,USD,1877000000,343000000,None,None,321000000,496000000,560000000,461000000,-140000000,1436000000,-634000000,-2340000000,-61000000,2000000,2000000,None,888000000,888000000,None,None,0,None,54000000,None,None,None,1436000000
ABT,2023-06-30,quarterly,USD,1203000000,715000000,None,None,444000000,498000000,507000000,196000000,248000000,1375000000,-1213000000,-1289000000,13000000,426000000,426000000,None,890000000,890000000,None,None,0,None,-411000000,None,None,None,1375000000
ABT,2023-03-31,quarterly,USD,1143000000,122000000,None,None,186000000,806000000,380000000,-233000000,419000000,1318000000,-462000000,-1410000000,-42000000,540000000,540000000,None,890000000,890000000,None,None,0,None,-478000000,None,None,None,1318000000
ABT,2022-12-31,quarterly,USD,2326000000,-150000000,None,None,-77000000,807000000,610000000,-341000000,189000000,9339000000,-632000000,-1457000000,10000000,685000000,685000000,None,823000000,823000000,None,None,0,None,-644000000,None,None,None,1033000000
ABT,2022-09-30,quarterly,USD,2780000000,330000000,None,None,-336000000,498000000,467000000,-530000000,194000000,1435000000,-484000000,-1543000000,24000000,798000000,798000000,None,826000000,826000000,None,None,1000000,None,-741000000,None,None,None,1435000000
ABT,2022-06-30,quarterly,USD,2410000000,462000000,None,None,664000000,507000000,379000000,188000000,476000000,2018000000,-264000000,-813000000,5000000,5000000,5000000,None,828000000,828000000,None,None,0,None,5000000,None,None,None,2018000000
ABT,2022-03-31,quarterly,USD,2065000000,195000000,None,None,1305000000,823000000,321000000,751000000,554000000,2447000000,-360000000,-3823000000,8000000,2307000000,2307000000,None,832000000,832000000,None,None,0,None,-2248000000,None,None,None,2447000000
ABT,2021-12-31,quarterly,USD,3067000000,-159000000,None,None,486000000,883000000,614000000,189000000,-15000000,1989000000,-671000000,-1886000000,-197000000,974000000,974000000,None,798000000,798000000,None,None,4000000,None,-892000000,None,510000000,None,1989000000
ABT,2021-09-30,quarterly,USD,2701000000,275000000,None,None,323000000,520000000,461000000,394000000,-71000000,2100000000,-651000000,-1377000000,-27000000,579000000,579000000,None,801000000,801000000,None,None,0,None,-509000000,None,4593000000,None,2100000000
ABT,2021-06-30,quarterly,USD,2128000000,445000000,None,None,-30000000,504000000,413000000,-35000000,5000000,1189000000,-264000000,-1264000000,-4000000,471000000,471000000,None,803000000,803000000,None,None,0,None,-454000000,None,2537000000,None,1189000000
ABT,2021-03-31,quarterly,USD,2637000000,270000000,None,None,372000000,934000000,397000000,-165000000,537000000,1793000000,-422000000,-967000000,24000000,275000000,275000000,None,800000000,800000000,None,None,0,None,-189000000,None,1248000000,None,1793000000
ABT,2020-12-31,quarterly,USD,3798000000,113000000,None,None,863000000,866000000,679000000,581000000,-345000000,2162000000,-731000000,-787000000,-1000000,161000000,161000000,None,641000000,641000000,None,None,1000000,None,-145000000,None,2280000000,None,2162000000
ABT,2020-09-30,quarterly,USD,2066000000,415000000,None,None,321000000,808000000,496000000,470000000,-149000000,1232000000,-472000000,-1915000000,-28000000,2000000,2000000,None,639000000,639000000,None,None,1000000,None,81000000,None,2653000000,None,1232000000
ABT,2020-06-30,quarterly,USD,1322000000,160000000,None,None,319000000,825000000,642000000,-231000000,550000000,537000000,-619000000,658000000,-20000000,4000000,4000000,None,642000000,642000000,None,None,0,None,53000000,None,537000000,None,537000000
ABT,2020-03-31,quarterly,USD,715000000,125000000,None,None,541000000,828000000,360000000,104000000,437000000,564000000,-393000000,-735000000,51000000,236000000,236000000,None,638000000,638000000,None,None,0,None,-147000000,None,-413000000,None,564000000
ABT,2019-12-31,quarterly,USD,2416000000,-35000000,None,None,-81000000,756000000,434000000,-82000000,-137000000,1049000000,-489000000,-2185000000,0,496000000,496000000,None,568000000,568000000,None,None,0,None,-489000000,None,1049000000,None,1049000000
