symbol,fiscalDateEnding,reportType,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
CVX,2016-12-31,quarterly,USD,3707000000,606000000,None,2416000000,1545000000,4203000000,4009000000,1716000000,-371000000,438000000,-2441000000,-1251000000,1261000000,0,0,None,2031000000,2025000000,None,None,0,None,291000000,None,-363000000,-52000000,415000000
CVX,2016-09-30,quarterly,USD,5311000000,451000000,None,-850000000,-1605000000,4130000000,4065000000,-355000000,-451000000,1301000000,-5263000000,-1465000000,510000000,1000000,1000000,None,2038000000,2005000000,None,None,-2000000,None,97000000,None,-1413000000,4000000,1283000000
CVX,2016-06-30,quarterly,USD,2531000000,1160000000,None,7000000,1021000000,6721000000,4469000000,1291000000,43000000,-1463000000,-3157000000,830000000,-3443000000,0,0,None,2026000000,2002000000,None,None,6926000000,None,139000000,None,202000000,-2000000,-1470000000
CVX,2016-03-31,quarterly,USD,1141000000,1062000000,None,-1044000000,14000000,4403000000,5566000000,-400000000,176000000,-707000000,-5509000000,1911000000,3802000000,1000000,1000000,None,2000000000,2000000000,None,None,0,None,123000000,None,-2460000000,-3000000,-725000000
CVX,2015-12-31,quarterly,USD,4557000000,626000000,None,-2028000000,-2336000000,5400000000,7449000000,-1327000000,-530000000,-555000000,-7208000000,756000000,-2384000000,1000000,1000000,None,2005000000,1999000000,None,None,5102000000,None,53000000,None,-1911000000,-16000000,-588000000
CVX,2015-09-30,quarterly,USD,5360000000,1060000000,None,-1895000000,-1646000000,4268000000,6810000000,-2038000000,-166000000,2057000000,-6279000000,1887000000,3969000000,0,0,None,2095000000,1999000000,None,None,0,None,20000000,None,777000000,-191000000,2037000000
CVX,2015-06-30,quarterly,USD,7220000000,2812000000,None,7000000,98000000,6958000000,7643000000,977000000,279000000,608000000,-3715000000,-3988000000,-2037000000,0,0,None,2023000000,1997000000,None,None,-4000000,None,83000000,None,-519000000,-36000000,571000000
CVX,2015-03-31,quarterly,USD,2319000000,1092000000,None,-2492000000,-511000000,4411000000,7602000000,-1184000000,332000000,2600000000,-6606000000,4160000000,117000000,1000000,1000000,None,1997000000,1997000000,None,None,5993000000,None,55000000,None,-110000000,17000000,2567000000
CVX,2014-12-31,quarterly,USD,6497000000,1953000000,None,-3408000000,-3632000000,4873000000,9668000000,-3169000000,-785000000,3472000000,-6742000000,-1148000000,-1863000000,1206000000,1206000000,None,2031000000,2002000000,None,None,4000000000,None,-1238000000,None,-1430000000,-37000000,3471000000
CVX,2014-09-30,quarterly,USD,8680000000,2717000000,None,-1203000000,-1630000000,3948000000,8264000000,-1364000000,96000000,5627000000,-7373000000,-1019000000,2171000000,1300000000,1300000000,None,2028000000,2012000000,None,None,0,None,-1155000000,None,256000000,-32000000,5593000000
CVX,2014-06-30,quarterly,USD,7881000000,3779000000,None,-110000000,1177000000,3842000000,8931000000,1392000000,-263000000,5690000000,-7198000000,-2371000000,487000000,1200000000,1200000000,None,2021000000,2019000000,None,None,0,None,-829000000,None,-1653000000,35000000,5665000000
CVX,2014-03-31,quarterly,USD,8417000000,2563000000,None,243000000,-107000000,4130000000,8544000000,-1341000000,1098000000,4521000000,-8580000000,-461000000,2636000000,1300000000,1300000000,None,1895000000,1895000000,None,None,0,None,-1190000000,None,-633000000,-9000000,4512000000
CVX,2013-12-31,quarterly,USD,10452000000,2777000000,None,-94000000,-1198000000,3635000000,11613000000,-150000000,-512000000,4958000000,-9831000000,-1263000000,1844000000,1204000000,1204000000,None,1909000000,1903000000,None,None,0,None,-1188000000,None,-769000000,-127000000,4930000000
CVX,2013-09-30,quarterly,USD,10316000000,3063000000,None,1512000000,1193000000,3658000000,9607000000,1516000000,-530000000,4996000000,-9307000000,-4594000000,-1369000000,1300000000,1300000000,None,1935000000,1915000000,None,None,0,None,-1278000000,None,-3616000000,-31000000,4950000000
CVX,2013-06-30,quarterly,USD,8520000000,4580000000,None,-836000000,-1691000000,3412000000,8573000000,-1508000000,759000000,5404000000,-8012000000,2841000000,-166000000,1200000000,1200000000,None,1984000000,1921000000,None,None,0,None,-1001000000,None,3256000000,-93000000,5365000000
CVX,2013-03-31,quarterly,USD,5714000000,3751000000,None,-1409000000,2017000000,3481000000,8192000000,1060000000,520000000,6239000000,-8459000000,-805000000,2069000000,1300000000,1300000000,None,1745000000,1735000000,None,None,0,None,-1027000000,None,-3565000000,-15000000,6178000000
CVX,2012-12-31,quarterly,USD,12780000000,3098000000,None,710000000,-2579000000,3554000000,10486000000,-374000000,-1835000000,7297000000,-10075000000,-3090000000,-2142000000,1204000000,1204000000,None,1763000000,1745000000,None,None,4007000000,None,-1180000000,None,-374000000,11000000,7245000000
CVX,2012-09-30,quarterly,USD,7730000000,4258000000,None,1044000000,1802000000,3370000000,7490000000,627000000,709000000,5308000000,-7242000000,-464000000,2284000000,1300000000,1300000000,None,1763000000,1751000000,None,None,0,None,-801000000,None,104000000,80000000,5253000000
CVX,2012-06-30,quarterly,USD,9915000000,6732000000,None,-1164000000,-1637000000,3284000000,7067000000,-1405000000,-488000000,7232000000,-5506000000,-1965000000,974000000,1200000000,1200000000,None,1761000000,1758000000,None,None,0,None,-1165000000,None,2338000000,-106000000,7210000000
CVX,2012-03-31,quarterly,USD,8387000000,4572000000,None,-676000000,2134000000,3205000000,5895000000,168000000,1847000000,6499000000,-1973000000,-3461000000,-852000000,1300000000,1300000000,None,1598000000,1590000000,None,None,0,None,-996000000,None,3007000000,54000000,6471000000
CVX,2011-12-31,quarterly,USD,9069000000,4304000000,None,1189000000,482000000,3313000000,7307000000,1048000000,-515000000,5152000000,-5008000000,-2376000000,18000000,1262000000,1252000000,None,1613000000,1595000000,None,None,0,None,-1147000000,None,1635000000,-50000000,5123000000
CVX,2011-09-30,quarterly,USD,11522000000,5327000000,None,226000000,-1446000000,3215000000,6775000000,-1530000000,-904000000,7857000000,-6060000000,-4509000000,-248000000,1200000000,1210000000,None,1577000000,1549000000,None,None,0,None,-1160000000,None,894000000,-59000000,7829000000
CVX,2011-06-30,quarterly,USD,10690000000,5924000000,None,1925000000,2253000000,3257000000,7773000000,1578000000,1057000000,7760000000,-8074000000,-2459000000,102000000,1044000000,1044000000,None,1571000000,1556000000,None,None,0,None,-828000000,None,186000000,29000000,7732000000
CVX,2011-03-31,quarterly,USD,9814000000,3286000000,None,2391000000,2274000000,3126000000,4645000000,1210000000,766000000,6239000000,-8347000000,-2425000000,151000000,756000000,756000000,None,1449000000,1436000000,None,None,0,None,-58000000,None,-911000000,47000000,6211000000
CVX,2010-12-31,quarterly,USD,8252000000,2476000000,None,2235000000,1992000000,3439000000,5504000000,2719000000,-623000000,5320000000,-4024000000,-1195000000,-43000000,761500000,761500000,None,9979000000,1436000000,None,None,900000000,None,-551000000,None,3065000000,32000000,5295000000
CVX,2010-09-30,quarterly,USD,7982000000,3450000000,None,667000000,412000000,3401000000,5589000000,-131000000,226000000,3792000000,-5307000000,-1246000000,-205000000,500000,500000,None,-1439000000,1439000000,None,None,0,None,103000000,None,1599000000,170000000,3768000000
CVX,2010-06-30,quarterly,USD,7603000000,6773000000,None,-980000000,1017000000,3141000000,4552000000,320000000,-167000000,5444000000,-4249000000,-1293000000,108000000,3000000,3000000,None,-4168000000,1437000000,None,None,0,None,102000000,None,2020000000,-41000000,5409000000
CVX,2010-03-31,quarterly,USD,7517000000,3389000000,None,1448000000,-115000000,3082000000,3967000000,-129000000,549000000,4580000000,-7335000000,-1431000000,-72000000,10000000,10000000,None,1374000000,1357000000,None,None,0,None,40000000,None,-1340000000,-91000000,4552000000
CVX,2009-12-31,quarterly,USD,7020000000,-879000000,None,482000000,100000000,3156000000,5355000000,30000000,-857000000,3102000000,-4649000000,-1270000000,66000000,None,None,None,9318000000,1357000000,None,None,8000000,None,82000000,None,1148000000,47000000,3070000000
CVX,2009-09-30,quarterly,USD,6665000000,-712000000,None,757000000,35000000,2988000000,4074000000,-28000000,-132000000,3846000000,-3522000000,-2836000000,-1837000000,None,None,None,-1355000000,1355000000,None,None,349000000,None,39000000,None,332000000,25000000,3831000000
CVX,2009-06-30,quarterly,USD,3284000000,-57000000,None,None,-190000000,3099000000,4430000000,-155000000,-84000000,1761000000,-3792000000,-1484000000,-184000000,None,None,None,-1288000000,1295000000,None,None,-3000000,None,36000000,None,-1914000000,78000000,1745000000
CVX,2009-03-31,quarterly,USD,2404000000,-91000000,None,None,-2000000,2867000000,5984000000,-105000000,308000000,1854000000,-4609000000,2044000000,-1237000000,None,None,None,-1302000000,1295000000,None,None,4993000000,None,11000000,None,-197000000,-36000000,1837000000
CVX,2008-12-31,quarterly,USD,5208000000,None,None,None,None,2589000000,6034000000,None,-566000000,4901000000,-5712000000,-656000000,1986000000,None,None,None,1301000000,1301000000,None,None,None,None,-1291000000,None,-1289000000,-129000000,4895000000
CVX,2008-09-30,quarterly,USD,9113000000,None,None,None,None,2449000000,4661000000,None,83000000,7925000000,-3536000000,-3035000000,353000000,None,None,None,1323000000,1323000000,None,None,None,None,-1969000000,None,2456000000,-86000000,7893000000
CVX,2008-06-30,quarterly,USD,7204000000,None,None,None,None,2275000000,13423000000,None,-719000000,6009000000,-4035000000,-3161000000,-78000000,None,None,None,1336000000,3740000000,None,None,None,None,-1662000000,None,-28000000,-36000000,5975000000
DIS,2024-09-30,annual,USD,28692000000,6986000000,None,-1271000000,-704000000,4990000000,5412000000,565000000,42000000,5773000000,-6881000000,-15288000000,1532000000,2992000000,2992000000,None,1366000000,1366000000,None,None,132000000,None,-2904000000,None,None,None,4972000000
DIS,2023-09-30,annual,USD,21525000000,4032000000,None,203000000,1934000000,5369000000,4969000000,-358000000,183000000,3390000000,-4641000000,-2724000000,-191000000,0,0,None,None,0,None,None,83000000,None,0,None,None,None,2354000000
DIS,2022-09-30,annual,USD,11683000000,3533000000,None,1010000000,6793000000,5163000000,4943000000,-605000000,420000000,3505000000,-5008000000,-4741000000,None,None,None,None,None,0,None,None,333000000,None,0,None,None,None,3145000000
DIS,2021-09-30,annual,USD,12035000000,4475000000,None,2128000000,4235000000,5111000000,3578000000,357000000,-252000000,2507000000,-3163000000,-4385000000,None,None,None,None,None,0,None,None,64000000,None,435000000,None,-1960000000,30000000,1995000000
DIS,2020-09-30,annual,USD,16977000000,3192000000,None,-2445000000,-2197000000,5345000000,4022000000,-1943000000,-14000000,-2474000000,-3637000000,8480000000,None,0,None,None,1587000000,1587000000,None,None,18120000000,None,305000000,None,22073000000,38000000,-2864000000
DIS,2019-09-30,annual,USD,19135000000,10401000000,None,-6408000000,-222000000,4167000000,4876000000,-55000000,223000000,11584000000,-4118000000,-1090000000,4318000000,0,0,None,2895000000,2895000000,None,None,38240000000,None,318000000,None,24803000000,-98000000,11054000000
DIS,2024-12-31,quarterly,USD,3205000000,None,None,-956000000,248000000,1276000000,2466000000,1277000000,-4000000,2644000000,-2575000000,-997000000,-169000000,794000000,794000000,None,None,None,None,None,1057000000,None,-794000000,None,None,None,2554000000
DIS,2024-09-30,quarterly,USD,20239000000,None,None,1434000000,-884000000,1285000000,1489000000,-808000000,40000000,564000000,-1978000000,-3566000000,155000000,469000000,469000000,None,817000000,817000000,None,None,0,None,-381000000,None,None,None,460000000
DIS,2024-06-30,quarterly,USD,2602000000,None,None,154000000,1564000000,1220000000,1365000000,1217000000,28000000,2842000000,-2350000000,-898000000,1335000000,1522000000,1522000000,None,None,None,None,None,-1000000,None,-1522000000,None,None,None,2621000000
DIS,2024-03-31,quarterly,USD,3666000000,None,None,-359000000,-258000000,1242000000,1259000000,-1398000000,-18000000,216000000,-1307000000,-2818000000,-1004000000,1001000000,1001000000,None,549000000,549000000,None,None,133000000,None,-1001000000,None,None,None,-20000000
DIS,2023-12-31,quarterly,USD,2185000000,None,None,-2500000000,-1126000000,1243000000,1299000000,1554000000,-8000000,2151000000,-1246000000,-8006000000,1046000000,0,0,None,None,None,None,None,0,None,0,None,None,None,1911000000
DIS,2023-09-30,quarterly,USD,12927000000,None,None,863000000,-855000000,1409000000,1374000000,-1102000000,63000000,694000000,-1382000000,-597000000,0,0,None,None,None,None,None,None,13000000,None,0,None,None,None,264000000
DIS,2023-06-30,quarterly,USD,2802000000,None,None,1057000000,1100000000,1344000000,1165000000,331000000,13000000,-153000000,-718000000,-1001000000,0,0,None,None,None,None,None,None,0,None,0,None,1083000000,None,-460000000
DIS,2023-03-31,quarterly,USD,3236000000,None,None,605000000,293000000,1310000000,1249000000,-1010000000,19000000,1488000000,-1249000000,-83000000,-85000000,None,None,None,None,None,None,None,3000000,None,None,None,1904000000,None,1271000000
DIS,2022-12-31,quarterly,USD,-974000000,None,None,-2322000000,1396000000,1306000000,1181000000,1423000000,88000000,1361000000,-1292000000,-1043000000,799000000,0,None,None,None,None,None,None,67000000,None,0,None,-3309000000,None,1279000000
DIS,2022-09-30,quarterly,USD,5337000000,None,None,1887000000,1038000000,1317000000,1148000000,-1111000000,161000000,254000000,-1136000000,-2482000000,None,None,None,None,None,None,None,None,181000000,None,0,None,None,None,162000000
DIS,2022-06-30,quarterly,USD,3065000000,None,None,1122000000,2361000000,1290000000,1735000000,164000000,162000000,1502000000,-1848000000,-150000000,-145000000,None,None,None,None,None,None,None,82000000,None,12000000,None,-76000000,None,1409000000
DIS,2022-03-31,quarterly,USD,2138000000,None,None,1146000000,2371000000,1287000000,1079000000,-1059000000,83000000,597000000,-1037000000,-1817000000,-6000000,None,None,None,None,None,None,None,37000000,None,55000000,None,-1089000000,None,470000000
DIS,2021-12-31,quarterly,USD,-810000000,None,None,-3145000000,1023000000,1269000000,981000000,1401000000,14000000,1152000000,-987000000,-292000000,-124000000,None,None,None,None,None,None,None,33000000,None,33000000,None,-1476000000,None,1104000000
DIS,2021-09-30,quarterly,USD,5806000000,None,None,2047000000,865000000,1275000000,1110000000,56000000,-16000000,255000000,-1086000000,-1614000000,None,None,None,None,None,0,None,None,21000000,None,30000000,None,-38000000,30000000,159000000
DIS,2021-06-30,quarterly,USD,2547000000,None,None,461000000,1692000000,1266000000,938000000,264000000,-61000000,1123000000,-754000000,-530000000,-12000000,None,None,None,None,0,None,None,6000000,None,11000000,None,2547000000,None,918000000
DIS,2021-03-31,quarterly,USD,2519000000,None,None,322000000,1083000000,1272000000,770000000,-1287000000,-81000000,1111000000,-591000000,-1908000000,92000000,None,None,None,None,None,None,None,36000000,None,185000000,None,2519000000,None,901000000
DIS,2020-12-31,quarterly,USD,257000000,None,None,-702000000,595000000,1298000000,760000000,1324000000,-94000000,18000000,-732000000,-333000000,-179000000,None,None,None,None,None,None,None,1000000,None,209000000,None,-799000000,None,17000000
DIS,2020-09-30,quarterly,USD,9163000000,2504000000,None,-554000000,-1486000000,1335000000,729000000,157000000,72000000,-629000000,-515000000,-6439000000,None,0,None,None,0,0,None,None,90000000,None,67000000,None,2262000000,38000000,-710000000
DIS,2020-06-30,quarterly,USD,-3178000000,185000000,None,-891000000,-912000000,1377000000,708000000,-1272000000,-16000000,-4512000000,-714000000,8303000000,-1765000000,None,None,None,0,0,None,None,11959000000,None,31000000,None,-3183000000,None,-4721000000
DIS,2020-03-31,quarterly,USD,1710000000,274000000,None,97000000,-1252000000,1334000000,1247000000,-2252000000,11000000,520000000,-1058000000,5499000000,1966000000,None,None,None,1587000000,1587000000,None,None,6020000000,None,81000000,None,1694000000,None,460000000
DIS,2019-12-31,quarterly,USD,3439000000,229000000,None,-1097000000,1453000000,1299000000,1338000000,1424000000,-81000000,2147000000,-1350000000,1117000000,1172000000,None,None,None,None,None,None,None,51000000,None,126000000,None,3187000000,None,2107000000
DIS,2019-09-30,quarterly,USD,1205000000,None,None,-379000000,-1237000000,1301000000,1309000000,-1483000000,127000000,1205000000,9667000000,-1110000000,1345000000,0,None,None,1585000000,1585000000,None,None,6892000000,None,40000000,None,1205000000,None,1054000000
DIS,2019-06-30,quarterly,USD,3421000000,None,None,None,None,1306000000,1177000000,1042000000,77000000,1982000000,-13785000000,-12676000000,None,0,None,None,1310000000,1310000000,None,None,None,None,195000000,None,3421000000,None,1760000000
DIS,2019-03-31,quarterly,USD,3880000000,None,None,None,None,828000000,1195000000,-692000000,51000000,5611000000,-1102000000,13107000000,None,0,None,None,1585000000,1585000000,None,None,None,None,83000000,None,None,None,5452000000
DIS,2018-12-31,quarterly,USD,2099000000,None,None,None,None,732000000,1195000000,1078000000,-32000000,2786000000,-1336000000,-411000000,None,None,None,None,1585000000,1585000000,None,None,None,None,37000000,None,None,None,2788000000
DIS,2018-09-30,quarterly,USD,3853000000,None,None,None,None,794000000,1201000000,-458000000,70000000,2419000000,-193000000,-3862000000,None,None,None,None,1249000000,1249000000,None,None,None,None,None,None,None,None,2322000000
DIS,2018-06-30,quarterly,USD,3679000000,None,None,None,None,744000000,1220000000,174000000,11000000,3059000000,-1338000000,-2099000000,None,969000000,None,None,1249000000,1249000000,None,None,None,None,-969000000,None,None,None,2916000000
DIS,2018-03-31,quarterly,USD,4526000000,None,None,None,None,731000000,1063000000,None,-1000000,3115000000,-2762000000,-2298000000,None,None,None,None,1266000000,1266000000,None,None,None,None,-1295000000,None,None,None,2937000000
GE,2024-12-31,annual,USD,4710000000,1321000000,None,1910000000,2604000000,350000000,1032000000,1076000000,1528000000,6566000000,-1666000000,-6726000000,2000000,5827000000,5827000000,0,1008000000,1008000000,None,None,None,None,-5827000000,None,None,None,6556000000
GE,2023-12-31,annual,USD,5189000000,2077000000,None,-1077000000,2357000000,606000000,862000000,210000000,1321000000,9445000000,3967000000,-8613000000,-55000000,1233000000,7028000000,5795000000,589000000,589000000,None,None,None,None,-7028000000,None,None,None,9482000000
GE,2022-12-31,annual,USD,5916000000,4254000000,None,1308000000,5352000000,1742000000,1174000000,2719000000,1925000000,407000000,2270000000,-5585000000,65000000,1048000000,1048000000,144000000,639000000,639000000,None,None,None,None,-1048000000,None,2601000000,None,339000000
GE,2021-12-31,annual,USD,3332000000,5079000000,None,-1472000000,879000000,1138000000,1361000000,177000000,702000000,-6591000000,21308000000,-45177000000,-710000000,None,107000000,None,575000000,575000000,None,None,None,None,-107000000,None,-20537000000,None,-6520000000
GE,2020-12-31,annual,USD,3568000000,5470000000,None,-4274000000,234000000,6018000000,3403000000,1319000000,-1105000000,5546000000,16671000000,-19852000000,-4168000000,None,28000000,None,648000000,648000000,None,None,None,None,0,None,387000000,None,5704000000
GE,2019-12-31,annual,USD,8734000000,6330000000,None,1451000000,2843000000,5595000000,6095000000,2851000000,1581000000,-4912000000,8977000000,-16133000000,280000000,None,None,None,649000000,649000000,None,None,None,None,29000000,None,1578000000,None,-4979000000
GE,2018-12-31,annual,USD,4978000000,6346000000,None,-5185000000,-2584000000,8223000000,8056000000,-1366000000,573000000,-22443000000,18280000000,-31806000000,-4436000000,None,None,None,4474000000,4474000000,None,None,None,None,-17000000,None,-8548000000,None,-22355000000
GE,2017-12-31,annual,USD,6554000000,6719000000,None,-335000000,3580000000,7429000000,7920000000,-2356000000,-324000000,-8849000000,5379000000,-18484000000,1794000000,None,None,None,8650000000,8650000000,None,None,None,None,-2550000000,None,-5507000000,891000000,-8484000000
GE,2016-12-31,annual,USD,1160000000,5779000000,None,1198000000,-325000000,7073000000,7199000000,-1714000000,815000000,7211000000,49135000000,-90464000000,-1135000000,-22581000000,-22980000000,None,8806000000,8806000000,None,None,None,None,-21429000000,2574000000,-41319000000,-1146000000,7500000000
GE,2015-12-31,annual,USD,19891000000,9558000000,None,-541000000,5087000000,6508000000,7309000000,-991000000,314000000,-5795000000,59488000000,-76054000000,-24459000000,-2709000000,-2767000000,None,9295000000,9295000000,None,None,None,None,-1099000000,2816000000,-138000000,-3464000000,-6126000000
GE,2014-12-31,annual,USD,27709000000,-9560000000,None,305000000,7408000000,6421000000,13727000000,6180000000,872000000,15345000000,-5034000000,-16956000000,-6112000000,-2211000000,-2260000000,None,8851000000,8851000000,None,None,None,None,-1218000000,1917000000,2224000000,-3492000000,15233000000
GE,2013-12-31,annual,USD,28510000000,8690000000,None,360000000,5588000000,6581000000,13458000000,485000000,1368000000,13355000000,29117000000,-45575000000,-14230000000,-10225000000,-10316000000,None,7821000000,7821000000,None,None,None,None,-9278000000,2477000000,11258000000,-795000000,13057000000
GE,2012-12-31,annual,USD,31331000000,12717000000,None,-424000000,766000000,10804000000,15126000000,774000000,-1274000000,13864000000,11302000000,-51074000000,-2231000000,-5005000000,-5115000000,None,7189000000,7189000000,None,None,None,None,-4164000000,2493000000,-7163000000,1278000000,13641000000
GE,2011-12-31,annual,USD,33359000000,15571000000,None,1235000000,-1953000000,10730000000,12650000000,466000000,1168000000,14443000000,19882000000,-46863000000,5951000000,None,None,None,6458000000,6458000000,None,None,None,None,0,2236000000,5537000000,-841000000,14151000000
GE,2010-12-31,annual,USD,36124000000,17132000000,None,805000000,-216000000,9786000000,9800000000,126000000,-342000000,12179000000,32436000000,-61586000000,-1228000000,None,None,None,4790000000,4790000000,None,None,None,None,0,-2190000000,6641000000,-333000000,11644000000
GE,2009-12-31,annual,USD,24417000000,-19601000000,None,-480000000,-4374000000,10617000000,8634000000,-3273000000,-1101000000,11225000000,42378000000,-43513000000,-25741000000,None,None,None,8986000000,8986000000,None,0,None,None,4673000000,-4673000000,24077000000,795000000,11025000000
GE,2024-12-31,quarterly,USD,1297000000,None,None,170000000,438000000,89000000,267000000,326000000,112000000,1891000000,321000000,-2175000000,-1000000,1668000000,1668000000,0,306000000,306000000,None,None,None,None,-1668000000,None,None,None,1899000000
GE,2024-09-30,quarterly,USD,1508000000,None,None,771000000,917000000,89000000,266000000,702000000,215000000,1842000000,1491000000,-1459000000,1000000,1536000000,1536000000,0,308000000,308000000,None,None,None,None,-1536000000,None,None,None,1852000000
GE,2024-06-30,quarterly,USD,913000000,None,None,813000000,268000000,83000000,78000000,283000000,-15000000,1268000000,-4286000000,-2888000000,39000000,2301000000,2301000000,0,308000000,308000000,None,None,None,None,-2301000000,None,None,None,1266000000
GE,2024-03-31,quarterly,USD,992000000,137000000,None,156000000,981000000,145000000,421000000,-235000000,1216000000,1565000000,808000000,-204000000,-37000000,322000000,322000000,0,86000000,86000000,None,None,None,None,-322000000,None,None,None,1539000000
GE,2023-12-31,quarterly,USD,3141000000,1818000000,None,-643000000,257000000,158000000,530000000,953000000,-696000000,1588000000,1684000000,-395000000,-20000000,288000000,288000000,0,88000000,88000000,None,None,None,None,-288000000,None,None,None,1589000000
GE,2023-09-30,quarterly,USD,1823000000,75000000,None,146000000,324000000,149000000,402000000,-94000000,418000000,338000000,2454000000,-3824000000,-4000000,313000000,3108000000,2795000000,151000000,151000000,None,None,None,None,-3108000000,None,None,None,352000000
GE,2023-06-30,quarterly,USD,474000000,97000000,None,-1000000,1037000000,160000000,365000000,510000000,527000000,37000000,1635000000,-1162000000,-32000000,323000000,323000000,0,147000000,147000000,None,None,None,None,-323000000,None,947000000,None,33000000
GE,2023-03-31,quarterly,USD,-259000000,87000000,None,-579000000,739000000,140000000,298000000,-536000000,1275000000,7478000000,-1796000000,-3232000000,1000000,309000000,3309000000,3000000000,203000000,203000000,None,None,None,None,-3309000000,None,-5287000000,None,7506000000
GE,2022-12-31,quarterly,USD,4499000000,2993000000,None,762000000,-100000000,244000000,373000000,428000000,115000000,2213000000,678000000,-458000000,-2000000,0,360000000,0,184000000,184000000,None,None,None,None,-360000000,None,None,None,2197000000
GE,2022-09-30,quarterly,USD,1423000000,54000000,None,1155000000,1772000000,237000000,252000000,1398000000,352000000,165000000,67000000,-1987000000,3000000,318000000,318000000,104000000,161000000,161000000,None,None,None,None,-318000000,None,None,None,161000000
GE,2022-06-30,quarterly,USD,550000000,70000000,None,402000000,1941000000,237000000,186000000,575000000,1142000000,-863000000,1969000000,-1681000000,17000000,331000000,331000000,0,154000000,154000000,None,None,None,None,-331000000,None,None,None,-882000000
GE,2022-03-31,quarterly,USD,-556000000,443000000,None,-1011000000,1739000000,1025000000,363000000,610000000,732000000,-1108000000,-444000000,-1459000000,47000000,39000000,39000000,0,140000000,140000000,None,None,None,None,-39000000,None,-2459000000,None,-1136000000
GE,2021-12-31,quarterly,USD,2432000000,3789000000,None,-811000000,635000000,278000000,388000000,1051000000,-482000000,-3843000000,21082000000,-32776000000,-320000000,0,20000000,None,144000000,144000000,None,None,None,None,-20000000,None,-3843000000,None,-3843000000
GE,2021-09-30,quarterly,USD,2341000000,424000000,None,-447000000,-123000000,272000000,325000000,68000000,-146000000,1184000000,332000000,-395000000,-31000000,0,5000000,None,139000000,139000000,None,None,None,None,-5000000,None,1184000000,None,1257000000
GE,2021-06-30,quarterly,USD,518000000,442000000,None,498000000,612000000,288000000,292000000,4000000,608000000,-1135000000,-308000000,-10401000000,-40000000,0,0,None,144000000,144000000,None,None,None,None,0,None,-1135000000,None,-1131000000
GE,2021-03-31,quarterly,USD,-1959000000,424000000,None,-712000000,-245000000,301000000,356000000,-946000000,722000000,-2798000000,202000000,-1605000000,-319000000,0,0,None,148000000,148000000,None,None,None,None,0,None,-3362000000,None,-2802000000
GE,2020-12-31,quarterly,USD,3628000000,4142000000,None,-1835000000,-1726000000,4942000000,1037000000,-383000000,-1537000000,2640000000,-1031000000,-4814000000,30000000,0,0,None,236000000,236000000,None,None,None,None,0,None,2640000000,None,2636000000
GE,2020-09-30,quarterly,USD,1335000000,440000000,None,208000000,876000000,428000000,654000000,1348000000,-406000000,-1195000000,-740000000,-3040000000,-786000000,0,0,None,88000000,88000000,None,None,None,None,0,None,-1195000000,None,-1144000000
GE,2020-06-30,quarterly,USD,-1162000000,483000000,None,-1722000000,-447000000,308000000,625000000,-199000000,-239000000,-2132000000,-663000000,-4079000000,-1507000000,0,0,None,235000000,235000000,None,None,None,None,0,None,-2132000000,None,-1987000000
GE,2020-03-31,quarterly,USD,-233000000,405000000,None,-925000000,1531000000,1331000000,1087000000,553000000,1077000000,6233000000,19105000000,-7919000000,-1905000000,0,0,None,89000000,89000000,None,None,None,None,0,None,10953000000,None,6199000000
GE,2019-12-31,quarterly,USD,6701000000,4410000000,None,1203000000,-604000000,1406000000,1712000000,1517000000,-532000000,721000000,3927000000,-2044000000,465000000,0,0,None,238000000,238000000,None,None,None,None,-2000000,None,721000000,None,728000000
GE,2019-09-30,quarterly,USD,1841000000,517000000,None,27000000,633000000,1500000000,702000000,778000000,162000000,-9383000000,1668000000,-7528000000,249000000,0,0,None,87000000,87000000,None,None,None,None,-4000000,None,-8379000000,None,-9423000000
GE,2019-06-30,quarterly,USD,70000000,982000000,None,409000000,2100000000,454000000,1924000000,1224000000,786000000,104000000,-108000000,-2826000000,12000000,0,0,None,236000000,236000000,None,None,None,None,-5000000,None,3029000000,None,127000000
GE,2019-03-31,quarterly,USD,122000000,421000000,None,-188000000,714000000,1712000000,1757000000,-668000000,1165000000,3645000000,3490000000,-3735000000,-446000000,0,0,None,88000000,88000000,None,None,None,None,40000000,None,-123000000,None,3588000000
GE,2018-12-31,quarterly,USD,8567000000,4847000000,None,-6236000000,1058000000,1875000000,2795000000,2788000000,-874000000,860000000,6644000000,-6839000000,-2461000000,0,0,None,1192000000,1192000000,None,None,None,None,-11000000,None,860000000,None,761000000
